Name,Legal_Name,Start_Date,Street_Number,Street_Name,ZIP_Code,Lat,Lon,Category
McDonald's #24444,Tri-County Management,8/4/09,200,Walmart Dr,15044,40.621501,-79.944094,Dollar Menu
McDonald's #26447,Tri-County Management,8/4/09,4618,Wm Flynn Hwy,15044,40.626088,-79.941799,Dollar Menu
McDonald's #27444,Tri County Management,8/18/09,1010,4th Ave,15108,40.517838,-80.163126,Dollar Menu
McDonald's #31563,M & J Management Corp,1/19/06,2010,Value Dr,15084,40.611784,-79.772092,Dollar Menu
McDonald's #33806,M & J Management,6/14/13,907,Freeport Rd,15238,40.486872,-79.88952,Dollar Menu
McDonald's Of Warrendale,Delligatti Inc,6/17/84,19055,Perry Hwy,16046,40.6718121,-80.0985583,Dollar Menu
Mineo's Pizza,Istanbul Inc,6/3/96,2350,Noblestown Rd,15205,40.42746,-80.05546,Take Out
Mineo's Pizza,"Mineo's Pizza House 2, Inc.",8/26/94,713 A,Washington Rd,15228,40.379826,-80.04461,Take Out
Mitch's Barbeque,,2/29/16,16070,Perry Hwy,15090,40.632349,-80.058797,Take Out
Mm Mm Pizza,Ma Pizza,4/5/00,2971,South Park Road,15102,40.327167,-80.041842,Take Out
Mm! Mm! Pizza,,3/7/03,5208,Clairton Blvd,15236,40.343924,-79.971971,Take Out
Moe's Southwest Grill,Big Plan Butler,9/3/15,10339,Perry Hwy,15090,40.604093,-80.051224,NO Dollar Menu
Moe's Southwest Grill #327,Big Plan Ventures LP,2/27/13,5432,Campbells Run Rd,15205,40.447209,-80.157576,NO Dollar Menu
Molly's Pizza,ZMC Food Division LLC,12/7/04,1525,Potomac Ave,15216,40.396899,-80.035918,Take Out
Monte Cello's,Monte Cello's Of Shaler Inc,7/19/96,880,Butler St,15223,40.511559,-79.945112,Take Out
Monte Cello's Pizza,,6/17/85,305,7th Ave,15222,40.443025,-79.996958,Take Out
Mrs Fields / TCBY,JY Cookies Inc,2/21/13,200,Mall Circle Dr,15146,40.429183,-79.795459,"Breakfast, Drink, Other"
Mrs Fields Original Cookies #54103,South Hills Cookies Inc,12/6/04,301,South Hills Village / Fc-06,15241,40.342623,-80.05617,"Breakfast, Drink, Other"
Mt Lebanon Dairy Queen,JBLR Inc,8/9/01,1693,McFarland Rd,15216,40.396129,-80.046884,"Breakfast, Drink, Other"
Muddy Cup,,11/14/14,419,Lincoln Ave,15202,40.494323,-80.053088,"Breakfast, Drink, Other"
Nobby's Pizza Castle Shannon,,9/10/14,1106,Castle Shannon Blvd,15234,40.36758,-80.017161,Take Out
Original Milano Pizza,Amic II Business Group,8/3/15,6004,Centre Ave,15206,40.459817,-79.924677,Take Out
Panera #4347,Covelli Enterprises,12/9/14,8800,Covenant Ave,15234,40.56844,-80.021956,NO Dollar Menu
Panera Bread #3482,Cadle LLC,12/28/98,942,Freeport Rd,15238,40.489122,-79.892568,NO Dollar Menu
Panera Bread #3488,Cadle LLC,11/6/00,1500,Washington Rd,15228,40.356959,-80.051807,NO Dollar Menu
Panera Bread #3489,Cadle LLC,12/26/00,400,Penn Ctr East,15235,40.427942,-79.811272,NO Dollar Menu
Panera Bread #3490,Cadle LLC,4/16/01,12071,Perry Hwy,15090,40.631991,-80.060798,NO Dollar Menu
Panera Bread #3492,Cadle LLC,5/24/01,250,McHolme Dr,15275,40.449412,-80.174333,NO Dollar Menu
Panera Bread #3493,Cadle LLC,7/24/01,623,Clairton Blvd,15236,40.333192,-79.946229,NO Dollar Menu
Panera Bread #3494,Cadle LLC,9/24/01,210,West Bridge St,15120,40.407152,-79.916616,NO Dollar Menu
Panera Bread #3495,Cadle LLC,10/23/01,5243,Library Rd,15102,40.332642,-80.02194,NO Dollar Menu
Panera Bread #3497,Cadle LLC,2/8/02,1900,Greentree Rd,15220,40.395518,-80.06731,NO Dollar Menu
Panera Bread #3499,Cadle LLC,8/28/02,3401,Blvd of the Allies,15213,40.436278,-79.958018,NO Dollar Menu
Panera Bread #3501,Cadle LLC,7/16/02,4172,Wm Penn Hwy,15146,40.438326,-79.765118,NO Dollar Menu
Panera Bread #3503,Cadle LLC,11/7/02,3800,Forbes Ave,15213,40.441539,-79.95644,NO Dollar Menu
Panera Bread #3504,Cadle LLC,12/16/02,4960,Wm Flynn Hwy,15101,40.602661,-79.946718,NO Dollar Menu
Panera Bread #3506,Cadle LLC,8/5/03,7217,McKnight Rd,15237,40.537146,-80.013125,NO Dollar Menu
Panera Bread #3508,Cadle LLC,1/22/04,5430,Centre Av,15232,40.455893,-79.937342,NO Dollar Menu
Panera Bread #4329,Cadle LLC,7/13/05,117,Pittsburgh Mills Circle,15084,40.571829,-79.802087,NO Dollar Menu
Panera Bread #4337,Covilli Enterprises,10/26/09,295,Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu
Panera Bread #4344,Covelli Enterprises Inc,7/23/12,132,Bakery Square Blvd,15206,40.456618,-79.917171,NO Dollar Menu
Panera Bread #4348,Covelli Enterprises,3/31/14,1025,Washington Pike,15017,40.367163,-80.110119,NO Dollar Menu
Panera Bread Bakery #4349,Covelli Enterprises,9/3/15,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu
Papa John's Pizza #344,Betco 36 Bajco Venture LLC,6/25/13,4815,Centre Ave,15213,40.453628,-79.947026,Take Out
Papa John's Pizza #440,Bajco West LLC,6/25/04,3336,Babcock Blvd,15237,40.534381,-80.018758,Take Out
Papa John's Pizza #731,Bajco East LLC,10/26/07,5300,Library Rd,15102,40.329846,-80.022201,Take Out
Papa John's Pizza #3066,Betco 36 Bajco Venture LLC,6/26/13,11700,Frankstown Rd,15235,40.466324,-79.825652,Take Out
Papa John's Pizza #3254,Bajco West LLC,4/28/06,2928,W Liberty Ave,15216,40.3946,-80.035252,Take Out
Papa John's Pizza #4386,,10/1/13,3403,Saw Mill Run Blvd,15227,40.373811,-79.981895,Take Out
Papa John's Pizza #4456,Bet Co 36 Bajco Venture LLC,3/31/14,355,Lincoln Ave,15202,40.4935,-80.052414,Take Out
Pasquale's,Pittsburgh Pizza North Inc,9/7/11,4731,Wm Flynn Hwy,15101,40.571191,-79.952845,Take Out
Pasquale's Pizzeria,Pizzaburg Partners Inc,12/11/03,2412,Ferguson Rd,15101,40.554967,-79.972178,Take Out
Pasquale's Pizzeria,Z & C Pizza Company,8/10/15,309,Freeport Rd,15215,40.489613,-79.902914,Take Out
Pasquale's Pizzeria,WhitMar Inc,11/12/08,100,Bettis Rd,15034,40.356534,-79.896075,Take Out
Pasquale's Pizzeria,Pasquale's Pizzeria LLC,1/7/04,6221,Saltsburg Rd,15235,40.484696,-79.815871,Take Out
Pasquale's Pizzeria,Pasquale's Pizzeria Inc,3/26/15,101,Westinghouse Ave,15148,40.393043,-79.809403,Take Out
Peace Love & Little Donuts,Wignuts LLC,8/14/15,11915,Perry Highway,15090,40.630076,-80.057273,"Breakfast, Drink, Other"
"Peace, Love & Little Donuts of Monroeville",Grace Hospitality LLC,5/19/16,4745,William Penn Hwy,15146,40.431237,-79.729234,"Breakfast, Drink, Other"
Penn Station East Coast Sub,Piitsburgh Subs Inc,3/27/07,4815,Centre Ave,15213,40.453628,-79.947026,Take Out
Penn Station East Coast Subs,Pittsburgh Subs LLC,10/15/13,808,Liberty Ave,15222,40.442516,-79.998747,Take Out
Penn Station East Coast Subs,Pittsburgh Subs LLC,6/5/12,4203,Wm Penn Hwy,15146,40.439624,-79.76192,Take Out
Penn Station East Coast Subs #324,Best Subs Too LLC,1/7/16,1597,Washington Pike,15017,40.382618,-80.095126,Take Out
Philly Pretzel Factory,Pittsburgh Pretzel People LLC,1/19/11,1150,Washington Pike,15017,40.368507,-80.102194,"Breakfast, Drink, Other"
Philly Pretzel Factory,Monroeville Pretzel Company LP,2/6/12,3968,Wm Penn Hwy,15146,40.437955,-79.773279,"Breakfast, Drink, Other"
Pittsburgh Popcorn Co,Pittsburgh Popcorn LLC,11/19/14,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,"Breakfast, Drink, Other"
Pizza & Gyro Express,Lee Lee Inc,11/29/06,801,O'Neil Blvd,15132,40.35117,-79.830364,Take Out
Pizza Bomonti,Canpolat Inc,8/14/07,601,Lincoln Ave,15202,40.496763,-80.058464,Take Out
Pizza Hut #023977,Aurora Huts LLC,10/5/07,550,Butler St,15201,40.500796,-79.943429,Take Out
Pizza Hut #023980,Aurora Huts LLC,7/11/07,4873,Wm Flynn Hwy,15101,40.601552,-79.947759,Take Out
Pizza Hut #024011,Aurora Huts LLC,9/1/07,1219,Federal St,15212,40.456337,-80.007199,Take Out
Pizza Hut #024013,Aurora Huts LLC,3/20/07,2324,Ardmore Blvd,15221,40.415956,-79.848712,Take Out
Pizza Hut #024015,Aurora Huts LLC,10/1/07,4001,Main St,15120,40.382202,-79.904624,Take Out
Pizza Hut #024016,Aurora Huts LLC,8/1/07,80,Allegheny River Blvd,15147,40.498933,-79.818468,Take Out
Pizza Hut #024017,Aurora Hut LLC,6/24/08,2002,E Carson St,15203,40.428382,-79.977401,Take Out
Pizza Hut #024018,Aurora Huts LLC,10/15/07,2158,Brownsville Rd,15210,40.391956,-79.987408,Take Out
Pizza Hut #024021,Aurora Huts LLC,12/18/07,481,Lincoln Ave,15202,40.49506,-80.055231,Take Out
Pizza Hut #024022,Aurora Huts LLC,11/9/07,4710,Baum Blvd,15213,40.453887,-79.949561,Take Out
Pizza Hut #024025,Aurora Huts LLC,12/18/07,1984,Greentree Rd,15220,40.394572,-80.067031,Take Out
Pizza Hut #028061,Aurora Huts LLC,5/21/12,4960,Library Rd,15102,40.343549,-80.026904,Take Out
Pizza Hut #028557,Aurora Huts LLC,12/14/12,3747,Wm Penn Hwy,15146,40.437368,-79.786442,Take Out
Pizza Joe's,River Blvd LLC,9/11/03,192,Ohio River Blvd,15003,40.576339,-80.221813,Take Out
Pizza Marsala,Pehlivan LLC,9/2/08,2677B,Monroeville Blvd,15146,40.435568,-79.782607,Take Out
Pizza Palermo,Jeet Links,7/24/14,45,Foster Ave,15205,40.439536,-80.069355,Take Out
Pizza Palermo,Shams Associates LLC,9/10/15,406,Lysle Blvd,15132,40.351738,-79.862718,Take Out
Pizza Palermo,Jeet Associates LLC,4/22/13,109,Penn Ave,15145,40.405681,-79.826547,Take Out
Pizza Palermo,Vaid S LlC,9/12/13,7343,Saltsburg Rd,15235,40.478135,-79.78589,Take Out
Pizza Parma,"Pizza Parma, LLC",12/6/04,1790,N Highland Rd,15241,40.349029,-80.052176,Take Out
Pizza Parma #3,Pizza Parma Penn Ave LLC,10/15/02,823,Penn Ave,15222,40.44389,-79.99859,Take Out
Pizza Pronto,Demirag Inc,12/12/12,518,California Ave,15202,40.502209,-80.070648,Take Out
Pizza Pronto,M & J Food Services LLC,4/9/03,4611,Centre Ave,15213,40.452187,-79.951648,Take Out
Pizza Roma,,11/23/05,5990,University Blvd Suite#13,15108,40.521267,-80.219777,Take Out
Pizza Roma,,4/1/93,11085,Babcock Blvd,15044,40.661124,-80.004664,Take Out
Point Park University/Starbucks,Culinart Group LLC,5/20/16,7,Wood St,15222,40.437624,-80.002691,"Breakfast, Drink, Other"
Popeyes Louisiana Kitchen,Blacknorange 2 LLC,10/11/13,1900,Lincoln Hi,15137,40.448908,-80.199001,Dollar Menu
Popeyes Louisiana Kitchen,Black N Orange3 LLC,12/11/13,2010,Wharton St,15203,40.430319,-79.976687,Dollar Menu
Popeyes Louisiana Kitchen,Wilkins Twp Chicken LLC,1/5/16,3420,Wm Penn Hwy,15235,40.429988,-79.813291,Dollar Menu
Popeyes Louisiana Kitchen #11352,Black N Orange LLC,11/2/12,3616,5th Ave,15213,40.441537,-79.958418,Dollar Menu
Portofino Pizzaria,,6/17/84,28,W Steuben St,15205,40.43825,-80.068238,Take Out
Portofino's Pizza,,2/4/10,231,Main St,15106,40.408832,-80.084934,Take Out
Qdoba,Brooks Hospitality LLC,11/9/06,601,Grant St,15222,40.441093,-79.996009,NO Dollar Menu
Qdoba #487,Brooks Hospitality LLC,4/10/08,808,Liberty Ave,15222,40.442516,-79.998747,NO Dollar Menu
Qdoba Mexican Grill,Brooks Hospitality LLC,8/16/10,1740,Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu
Qdoba Mexican Grill,Brooks Hospitality LLC,5/3/06,4815,Centre Ave,15213,40.453628,-79.947026,NO Dollar Menu
Qdoba Mexican Grill,Brooks Hospitality,5/31/07,1028,Freeport Rd,15238,40.486758,-79.887166,NO Dollar Menu
Qdoba Mexican Grill SSW,Brooks Hospitality LLC,9/13/04,2777,E Carson St,15203,40.426264,-79.965723,NO Dollar Menu
Quiznos Subs #8721,Q-Sub Systems LLC,9/25/06,300,S Craig St,15213,40.445591,-79.94924,NO Dollar Menu
R & B's Pizza Place,Three Rivers Food LLC,7/5/06,107,Smithfield St,15222,40.437525,-80.000587,Take Out
Raya's Pizzeria,Marticonn LLC,9/1/15,401,Main St,15106,40.410451,-80.082644,Take Out
Rita's Italian Ice,Nitle Corp,3/1/11,1803,McKees Rocks Rd,15136,40.468834,-80.098007,"Breakfast, Drink, Other"
Rita's Italian Ice,Italian Ice Of Pittsburgh Inc,4/22/99,229,Curry Hollow Rd,15236,40.337272,-79.97936,"Breakfast, Drink, Other"
Rita's Italian Ice,Northern Ice 2 LLC,3/29/05,1320,Babcock Blvd,15209,40.496112,-79.976443,"Breakfast, Drink, Other"
Rita's Italian Ice,DD Ice LLC,6/9/16,3712,5th Ave,15213,40.441845,-79.957882,"Breakfast, Drink, Other"
Rita's Italian Ice,K4 Enterprises LLC,9/4/15,5880,Forbes Ave,15217,40.437789,-79.919818,"Breakfast, Drink, Other"
Rita's Italian Ice,Icicles Inc,5/14/99,1985,Lincoln Way,15131,40.338384,-79.806711,"Breakfast, Drink, Other"
Rita's Italian Ice #0183,RJ Navarro LLC,4/18/11,5029,Library Rd,15102,40.340197,-80.025314,"Breakfast, Drink, Other"
Rita's Italian Ice #247,Nitle Corp,3/16/11,2070,Greentree Rd,15220,40.392289,-80.068857,"Breakfast, Drink, Other"
Rita's Italian Ice #369,Nitle Corp,3/16/11,427,McNeilly Rd,15226,40.383122,-80.014801,"Breakfast, Drink, Other"
Rose Tea Cafe,Rose Tea Cafe Inc,5/7/04,5874 1/2,Forbes Ave,15217,40.437825,-79.92006,"Breakfast, Drink, Other"
Rose Tea Cafe Express,Rose Tea Cafe Express LLC,11/30/12,414,Craig St,15213,40.4448,-79.948843,"Breakfast, Drink, Other"
Rudy's Submarines,,1/1/02,270,Yost Blvd,15221,40.414165,-79.849856,Take Out
Rudy's Subs,Boka Inc,3/12/02,3942,Wm Penn Hwy,15146,40.437621,-79.775846,Take Out
Rudy's Subs,,5/2/89,1794,Golden Mile Hwy,15146,40.44553,-79.713731,Take Out
Rudys House Of Submarines,,4/1/68,1920,Monongahela Ave,15218,40.421316,-79.890056,Take Out
Salud Juicery,Salud Juicery & Health LLC,9/12/13,348,Beaver St,15143,40.541276,-80.182014,"Breakfast, Drink, Other"
Salud Juicery,Salud SS LLC,10/7/14,733,Copeland St,15232,40.451195,-79.93461,"Breakfast, Drink, Other"
Sammy's Pizza,Aca Enterprises LLC,3/1/04,2145,Noblestown Rd,15220,40.430166,-80.053144,Take Out
Sams Cafe #6677,Sam's East Inc,10/26/05,3621,Wm Penn Hwy,15146,40.436466,-79.799469,"Breakfast, Drink, Other"
Sbarro Italian Eatery PA#107,Sbarro America Inc,1/7/86,200,Monroeville Mall,15146,40.429183,-79.795459,Take Out
Scoops on Beverly,,6/6/01,311,Beverly Rd,15216,40.388429,-80.04982,"Breakfast, Drink, Other"
Scoops On The Boulevard,,5/19/10,719,Brookline Blvd,15226,40.394641,-80.020748,"Breakfast, Drink, Other"
Shake & Twist,R & T Softserve LLC,3/17/05,1238,Chartiers Ave,15136,40.465036,-80.072044,"Breakfast, Drink, Other"
Sheraton Station Sq / Station Break-Link Cafe,Pyramid Station Sq Management LLC,12/1/04,300,W Station Sq Dr,15219,40.434857,-80.006179,"Breakfast, Drink, Other"
Sichuan Gourmet,Sichuan Gourmet II LLC,7/14/15,328,Atwood St,15213,40.438899,-79.955203,Take Out
Sichuan Gourmet,Sichuan Gourmet LLC,9/14/15,1900,Murray Ave,15217,40.435811,-79.923142,Take Out
Sincerely Yogurt,Sincerely BF Holding LLC,12/23/14,511,Beaver St,15143,40.540103,-80.179977,"Breakfast, Drink, Other"
Sincerely Yogurt,Cokara Corp,2/29/12,1025,Washington Pike,15017,40.367163,-80.110119,"Breakfast, Drink, Other"
Sincerely Yogurt,Bitty's McKnight LLC,4/9/14,4885,McKnight Rd,15237,40.529616,-80.010025,"Breakfast, Drink, Other"
Sincerely Yogurt,,5/16/13,5301,Grove Rd,15236,40.358661,-80.001652,"Breakfast, Drink, Other"
Sincerely Yogurt,,8/15/12,4116,Brownsville Rd,15219,40.365996,-79.9819,"Breakfast, Drink, Other"
Sincerely Yogurt,,4/17/13,2737,E Carson Street,15203,40.426845,-79.96628,"Breakfast, Drink, Other"
Sincerely Yogurt,Quintox LLC,5/12/14,3400,5th Ave,15213,40.439152,-79.962019,"Breakfast, Drink, Other"
Sincerely Yogurt,,3/9/11,5375,Wm Flynn Hwy,15044,40.631549,-79.952845,"Breakfast, Drink, Other"
Sincerely Yogurt,Pittsburgh Cloud LLC,4/6/16,136,Allegheny River Blvd,15147,40.498933,-79.818468,"Breakfast, Drink, Other"
Sincerely Yogurt,ABS Yogurt N More LLC,4/12/16,2740,Stroschein Rd,15146,40.437931,-79.768955,"Breakfast, Drink, Other"
Smoothie King #1274,The Pittsburgh Kingdom #1274LLC,3/2/16,1025,Washington Pike,15017,40.367163,-80.110119,"Breakfast, Drink, Other"
Sonic #6036,Pine Village Drive-In LLC,12/10/08,120,Towne Center Dr,15090,40.632081,-80.056721,Dollar Menu
Sonic Drive In #5965,NCH Hospitality Inc,10/8/08,1027,Washington Pike,15017,40.365436,-80.109627,Dollar Menu
Sonic Drive-In,Frazer Drive-In LLC,9/28/07,1010,Village Center Dr,15084,40.568387,-79.803019,Dollar Menu
South Philly Steak & Fries #4813,Philly Steaks & Subs Inc,10/4/12,301,South Hills Village,15241,40.342623,-80.05617,Dollar Menu
Sree's Foods,Sree's Food,8/19/03,701,Smithfield St,15222,40.443039,-79.996923,Take Out
Sree's Foods,Sree's Foods LLC,11/12/04,2103,Murray Ave,15217,40.433497,-79.922973,Take Out
Starbucks,Barnes & Noble Booksellers Inc,4/8/05,301,South Hills Village,15241,40.342623,-80.05617,"Breakfast, Drink, Other"
Starbucks,Barnes & Noble Booksellers Inc,9/24/01,100,W Bridge St,15120,40.404017,-79.918751,"Breakfast, Drink, Other"
Starbucks,Barnes & Noble Booksellers Inc,10/27/97,926,Freeport Rd,15238,40.489046,-79.89367,"Breakfast, Drink, Other"
Starbucks,Barnes & Noble Booksellers Inc,11/20/04,700,Mall Circle Dr,15146,40.4294,-79.79074,"Breakfast, Drink, Other"
Starbucks at CCAC Allegheny Campus,Community College of Allegheny County,6/30/15,845,Ridge Ave,15212,40.449539,-80.0154,"Breakfast, Drink, Other"
Starbucks Coffee,HMS Host Corp,12/22/15,,Pgh Int'l Airport / Ac-30,15231,40.495309,-80.235291,"Breakfast, Drink, Other"
Starbucks Coffee,IX Liberty Center Owners LLC,1/15/16,1001,Liberty Ave,15222,40.444209,-79.994669,"Breakfast, Drink, Other"
Starbucks Coffee,Sodexho Management Inc,9/24/97,4200,5th Ave,15213,40.444271,-79.953291,"Breakfast, Drink, Other"
Starbuck #0788,Starbuck Coffee Company,1/19/15,11354,Perrry Hwy,15090,40.6225877,-80.0533809,"Breakfast, Drink, Other"
Starbucks #13355,Starbucks Coffee Co,9/19/07,3145,Banksville Rd,15216,40.399384,-80.043643,"Breakfast, Drink, Other"
Starbucks #19816 McKnight,Starbucks Coffee Co,4/23/15,7707,McKnight Rd,15237,40.546539,-80.017898,"Breakfast, Drink, Other"
Starbucks #21505,Starbucks Coffee Company,12/21/15,109,Ohio River Blvd,15143,40.559373,-80.165185,"Breakfast, Drink, Other"
Starbucks #21587,Starbucks Coffee Company,5/23/14,301,Grant St,15219,40.438175,-79.998854,"Breakfast, Drink, Other"
Starbucks Coffee #751,Starbucks Coffee Co,3/6/95,6304,Forbes Ave,15217,40.437731,-79.919159,"Breakfast, Drink, Other"
Starbucks Coffee #754,Starbucks Coffee Co,3/4/96,1717,Cochran Rd / Va Manor,15220,40.392634,-80.065436,"Breakfast, Drink, Other"
Starbucks Coffee #756,Starbucks Coffee Co,5/4/95,210,6th Ave,15222,40.442631,-80.002145,"Breakfast, Drink, Other"
Starbucks Coffee #760,Starbucks Coffee Co,12/5/95,5211,Library Rd,15102,40.333392,-80.023312,"Breakfast, Drink, Other"
Starbucks Coffee #762,Starbucks Coffee Co,1/18/96,425,Beaver St,15143,40.541007,-80.180949,"Breakfast, Drink, Other"
Starbucks Coffee #774,Starbucks Coffee Co,7/30/97,530,Wm Penn Pl,15219,40.440595,-79.996599,"Breakfast, Drink, Other"
Starbucks Coffee #776,Starbucks Coffee Co,12/4/97,4885,McKnight Rd,15237,40.529616,-80.010025,"Breakfast, Drink, Other"
Starbucks Coffee #778,Starbucks Coffee Co,4/23/98,730,Copeland St,15232,40.451035,-79.935016,"Breakfast, Drink, Other"
Starbucks Coffee #784,Starbucks Coffee Co,6/18/99,7,Market Sq,15222,40.44021,-80.002171,"Breakfast, Drink, Other"
Starbucks Coffee #787,Starbucks Coffee Co,8/17/99,3618,Forbes Ave,15213,40.440875,-79.957545,"Breakfast, Drink, Other"
Starbucks Coffee #793,Starbucks Coffee Co,6/30/00,1400,E Carson St,15203,40.428649,-79.984036,"Breakfast, Drink, Other"
Starbucks Coffee #794,Starbucks Coffee Co,1/15/03,973,Greentree Rd,15220,40.419053,-80.045582,"Breakfast, Drink, Other"
Starbucks Coffee #795,Starbucks Coffee Co,9/27/00,4100,Wm Penn Hwy,15146,40.437631,-79.766894,"Breakfast, Drink, Other"
Starbucks Coffee #2900,Starbucks Coffee Co,11/20/03,417,S Craig St,15213,40.444714,-79.948573,"Breakfast, Drink, Other"
Starbucks Coffee #3467,Starbucks Coffee Co,3/16/04,600,Grant St,15222,40.44129,-79.994574,"Breakfast, Drink, Other"
Starbucks Coffee #7284,Starbucks Coffee Co,12/10/96,3460,Wm Penn Hwy,15235,40.429442,-79.810354,"Breakfast, Drink, Other"
Starbucks Coffee #7625,Starbucks Coffee Co,9/9/03,5310,Liberty Ave,15224,40.455862,-79.939585,"Breakfast, Drink, Other"
Starbucks Coffee #7641,Starbucks Coffee Co,3/28/03,1050,Park Manor Blvd,15205,40.452548,-80.16441,"Breakfast, Drink, Other"
Starbucks Coffee #7660,Starbucks Coffee Co,2/13/02,825,Beaver Grade Rd,15108,40.517655,-80.216189,"Breakfast, Drink, Other"
Starbucks Coffee #7661,Starbucks Coffee Co,9/4/01,2345,Murray Ave,15217,40.430666,-79.923087,"Breakfast, Drink, Other"
Starbucks Coffee #7708,Starbucks Coffee Co,12/12/01,270,West Bridge St,15120,40.407632,-79.917064,"Breakfast, Drink, Other"
Starbucks Coffee #7732,Starbucks Coffee Co,11/20/01,100,VIP Dr,15090,40.616651,-80.09284,"Breakfast, Drink, Other"
Starbucks Coffee #7733,Starbucks Coffee Co,10/24/01,100,Robinson Center Dr,15205,40.454124,-80.161164,"Breakfast, Drink, Other"
Starbucks Coffee #7749,Starbucks Coffee Co,3/20/03,4765,Liberty Ave,15224,40.461181,-79.947531,"Breakfast, Drink, Other"
Starbucks Coffee #7776,Starbucks Coffee Co,6/5/02,109,Northtowne Sq 101,15044,40.635845,-79.939774,"Breakfast, Drink, Other"
Starbucks Coffee #7776,Starbucks Coffee Company,3/25/16,517,Grandview Crossing,15044,40.639831,-79.939071,"Breakfast, Drink, Other"
Starbucks Coffee #7875,Starbucks Coffee Co,3/18/04,1597,Washington Pike,15017,40.382618,-80.095126,"Breakfast, Drink, Other"
Starbucks Coffee #7887,Starbucks Coffee Co,5/13/03,202,6th St,15222,40.442536,-80.002302,"Breakfast, Drink, Other"
Starbucks Coffee #7903,Starbucks Coffee Co,5/28/03,1500,Washington Rd,15228,40.356959,-80.051807,"Breakfast, Drink, Other"
Starbucks Coffee #10052,Starbucks Coffee Co,8/2/05,227,Summit Park Dr,15275,40.447739,-80.178502,"Breakfast, Drink, Other"
Starbucks Coffee #10521,Starbucks Coffee Co,6/28/06,5932,Centre Ave,15206,40.459015,-79.927563,"Breakfast, Drink, Other"
Starbucks Coffee #11147,Starbucks Coffee Co,9/27/06,2015,Pittsburgh Mills Blvd,15084,40.570265,-79.802009,"Breakfast, Drink, Other"
Starbucks Coffee #22032,Starbucks Corp,10/8/15,3007,Washington Pike,15017,40.354433,-80.114749,"Breakfast, Drink, Other"
Starbucks Coffee #27117 Amos Hall,Starbucks Coffee Company,1/28/16,4022,5th Ave,15213,40.443605,-79.955655,"Breakfast, Drink, Other"
Starbucks Coffee Kiosk #19628,Starbucks Coffee Co,4/23/13,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,"Breakfast, Drink, Other"
Steak 'N Shake,Steak 'N Shake Inc,7/11/02,1951,Park Manor Blvd,15205,40.452816,-80.165746,NO Dollar Menu
Steak 'N Shake,Steak 'N Shake Inc,10/7/03,410,Clairton Blvd,15236,40.335731,-79.948118,NO Dollar Menu
Steak 'N Shake,Steak 'N Shake Inc,1/8/02,650,East Waterfront Dr,15120,40.413496,-79.904456,NO Dollar Menu
Steak 'N Shake,Steak 'N Shake Inc,8/25/05,2005,Pittsburgh Mills Blvd,15084,40.570097,-79.801221,NO Dollar Menu
Steel City Creamery,Steel City Creamery,7/12/05,317,Pittsburgh Mills Circle,15084,40.57507,-79.795794,"Breakfast, Drink, Other"
Subway,Bina Inc,4/17/13,417,7th Ave,15219,40.442587,-79.996124,NO Dollar Menu
Subway,Baig & Saood Corp,12/8/09,5301,Grove Rd / Caste Village,15236,40.338077,-79.978961,NO Dollar Menu
Subway,Manisha Fast Food Inc,11/4/05,4613,Centre Ave,15213,40.452206,-79.951589,NO Dollar Menu
Subway,,4/26/10,500,Grandview Cr,15044,40.643043,-79.93936,NO Dollar Menu
Subway,Dream Subs Inc,8/12/13,5438,Centre Ave,15232,40.456262,-79.936721,NO Dollar Menu
